tri_id,cx_m,cy_m,cz_m,area_face_m2,Sdotn_Wm2,Pin_W
46,0.00176808804795494,-0.0003194948942818683,0.001989519712935486,2.288081421061556e-08,9759.372538507105,0.0002233023898657646
47,0.001803366425806322,-0.0002862114613742251,0.001992186256990768,2.288311054023855e-08,9758.332007163488,0.00022330099000827
48,0.001834542293168889,-0.0002490575094426457,0.001994542709550297,2.288513963869315e-08,9757.412731551825,0.0002232997528739259
49,0.001861194049918259,-0.0002085354819499984,0.001996557203635661,2.288687414029219e-08,9756.627045248846,0.0002232986952183812
50,0.001882961276765058,-0.0001651933698032364,0.001998202496670189,2.288829065820372e-08,9755.985481963449,0.0002232978313683952
51,0.001899549609307509,-0.0001196173007164494,0.001999456338888061,2.288937009699349e-08,9755.496637985772,0.0002232971730268321
52,0.001910734718804991,-7.242361283902431e-05,0.002000301774224227,2.289009790760277e-08,9755.167060211186,0.0002232967291132556
53,0.001916365345839428,-2.425051983949249e-05,0.002000727369616097,2.289046428149929e-08,9755.001161026334,0.0002232965056424574
54,0.002541619580567745,4.850103967898507e-05,0.002071074777782156,4.593446564493599e-08,9720.350684407971,0.000446499114569668
55,0.002331318259740506,7.275155951847761e-05,0.002045284526494858,2.296723282246799e-08,9720.350684407971,0.0002232495572848339
56,0.002528945894560522,0.0001690977455175415,0.002070116827214717,4.593227471452265e-08,9720.84358265218,0.0004465004578952845
57,0.002317251242513895,0.0001687697988380884,0.002044221259886649,2.296613735726133e-08,9720.843582652182,0.0002232502289476423
58,0.00250235748046947,0.0002874076944324308,0.002068107120934214,4.592792217224894e-08,9721.822916352281,0.0004465031262746137
59,0.002292132304213621,0.0002625057161502843,0.002042322625094489,2.296396108612446e-08,9721.822916352281,0.0002232515631373068
60,0.002462213900983173,0.0004018309473233899,0.002065072836770472,4.592146627523624e-08,9723.27583662796,0.0004465070834165303
61,0.002256301135389062,0.0003526916939758738,0.002039614297896866,2.296073313761804e-08,9723.275836627958,0.0002232535417082643
62,0.002409058029148521,0.0005108201259863152,0.002061055008211542,4.591299346347935e-08,9725.183261411859,0.0004465122755123414
63,0.002210242291130775,0.0004381081216773572,0.002036132903773035,2.295649673173967e-08,9725.183261411859,0.0002232561377561707
64,0.002343608706944035,0.0006129013387489703,0.002056107969496161,4.590261723697765e-08,9727.520103567915,0.0004465186319790832
65,0.002154578638294151,0.0005175998886005774,0.002031925522606245,2.295130861848894e-08,9727.520103567909,0.0002232593159895425
66,0.002266751024175275,0.000706694112327416,0.002050298620836391,4.589047667845707e-08,9730.255572681826,0.0004465260664335824
67,0.002090062932293704,0.0005900920049647431,0.002027049052009084,2.294523833922846e-08,9730.255572681821,0.0002232630332167903
68,0.002179524349153571,0.0007909300603589955,0.00204370552370701,4.587673463862771e-08,9733.353548382631,0.0004465344778830954
69,0.002017567637377437,0.0006546041392550863,0.00202156943788087,2.293836731931385e-08,9733.353548382633,0.0002232672389415477
70,0.002083108273022635,0.0008644700361519929,0.002036417838436343,4.586157560503243e-08,9736.773022388001,0.0004465437521152874
71,0.001938073128044582,0.0007102638755248572,0.002015560782602498,2.293078780251621e-08,9736.773022387999,0.0002232718760576436
